ID,Likes,Dislikes
024774,422818,1774
024775,639897,8216
024776,354207,126
024777,256702,1080
024778,438642,259
024779,357643,93
024780,406048,3712
024781,663968,1716
024782,67351,390
024783,102021,6350
024784,774110,2809
024785,19575,160
024786,151398,9301
024787,176061,5746
024788,169148,8864
024789,603579,5251
024790,227998,1587
024791,798814,3303
024792,339629,9241
024793,999544,6727
024794,349575,5656
024795,246512,745
024796,685737,7564
024797,893257,8378
024798,313404,6391
024799,512254,9359
024800,356987,1048
024801,390704,1668
024802,323831,9562
024803,665513,9846
024804,377314,6425
024805,903292,3159
024806,877176,5366
024807,229558,5353
024808,24500,5468
024809,827406,6860
024810,41043,6149
024811,614574,8866
024812,712799,857
024813,398540,6785
024814,369636,5160
024815,958949,9499
024816,494318,8837
024817,430257,8806
024818,130559,8091
024819,363854,8203
024820,443945,9793
024821,201639,7486
024822,164877,5262
024823,477882,8246
024824,642566,1519
024825,750691,1331
024826,252277,5760
024827,902690,2561
024828,714463,8833
024829,245201,4135
024830,135562,3300
024831,901642,3973
024832,408500,1610
024833,231914,204
024834,616689,5868
024835,743233,3928
024836,683581,6416
024837,154951,3685
024838,850088,5927
024839,937352,4805
024840,917187,1951
024841,345,6630
024842,171368,401
024843,238188,2458
024844,647574,2422
024845,697136,9911
024846,302151,8680
024847,646654,7245
024848,232445,7417
024849,940219,1908
024850,915765,6610
024851,880180,361
024852,993399,4717
024853,519681,2699
024854,137982,2350
024855,982737,9514
024856,461925,21
024857,418519,4763
024858,958859,7686
024859,730152,4971
024860,195175,551
024861,545329,8667
024862,666350,2959
024863,63764,806
024864,335063,5171
024865,677368,6329
024866,525811,175
024867,864478,9832
024868,659551,7996
024869,25946,1236
024870,829482,1937
024871,317322,1652
024872,275077,1305
024873,685345,8842
024874,392306,3606
024875,347467,3892
024876,39403,2440
024877,305210,3290
024878,32154,7323
024879,979361,5275
024880,634392,8660
024881,676459,6029
024882,126894,5870
024883,157363,5260
024884,556921,3694
024885,653922,6455
024886,895711,7383
024887,745060,9558
024888,881665,7890
024889,547801,8952
024890,827819,7318
024891,773249,6920
024892,686092,8881
024893,871970,1645
024894,720654,1482
024895,242892,5284
024896,238982,1156
024897,877030,430
024898,98610,929
024899,549701,7711
024900,917432,5277
024901,800131,2762
024902,620092,5041
024903,602550,5274
024904,479894,5513
024905,651775,2933
024906,243072,3007
024907,357903,9852
024908,451797,4822
024909,110916,5708
024910,964317,1554
024911,606291,5185
024912,928035,4237
024913,477208,8300
024914,435796,8405
024915,372187,8405
024916,809663,880
024917,665188,528
024918,456309,5027
024919,440356,4435
024920,250019,3847
024921,886988,4756
024922,767463,7335
024923,33982,3745
024924,454037,3492
024925,635563,374
024926,493907,1973
024927,820551,5584
024928,6133,2394
024929,276924,3861
024930,999902,6436
024931,195996,4674
024932,199841,3727
024933,744035,3623
024934,416610,5993
024935,226360,5865
024936,56770,2704
024937,177178,5444
024938,321152,5858
024939,722709,9208
024940,147632,2667
024941,799962,8960
024942,74680,7233
024943,51156,3423
024944,449499,3127
024945,178312,1364
024946,175663,8731
024947,315132,4970
024948,934249,1920
024949,482342,2540
024950,167708,8131
024951,867022,1043
024952,882153,854
024953,102861,219
024954,242480,7652
024955,885990,1125
024956,870700,1763
024957,552879,2533
024958,875559,5081
024959,243814,8030
024960,710864,877
024961,904939,3643
024962,373497,9939
024963,268782,6886
024964,538409,1599
024965,183078,7613
024966,473789,6233
024967,625914,3391
024968,441660,4800
024969,102564,6101
024970,776479,5026
024971,698345,8030
024972,653697,3341
024973,260866,9965
024974,871835,244
024975,352188,2789
024976,169162,5715
024977,487024,3670
024978,679040,672
024979,287812,4630
024980,339842,9711
024981,766175,7718
024982,866567,2226
024983,469743,8521
024984,1419,1640
024985,77856,5767
024986,878813,9742
024987,336915,9261
024988,979611,6888
024989,606213,580
024990,751331,170
024991,507378,4414
024992,436832,8366
024993,543845,9650
024994,804167,8154
024995,503051,3843
024996,809119,5222
024997,659875,2103
024998,321734,3102
024999,851595,2608
025000,42662,3243
025001,60934,8404
025002,504898,9309
025003,281598,4830
025004,511136,104
025005,202812,7191
025006,56393,9144
025007,264535,8611
025008,682568,710
025009,745378,7529
025010,317971,820
025011,544830,3544
025012,141936,4348
025013,891251,3036
025014,939100,7915
025015,551184,6636
025016,619347,422
025017,59818,7264
025018,953569,5343
025019,623698,723
025020,933940,5812
025021,471534,1104
025022,819261,5479
025023,329679,9819
025024,166154,6856
025025,483509,7625
025026,793246,1637
025027,754470,724
025028,492449,9704
025029,801686,2632
025030,769802,5888
025031,135972,7599
025032,984273,7470
025033,583509,4181
025034,897717,3108
025035,908101,8545
025036,781972,917
025037,933397,8615
025038,961792,6746
025039,115659,5981
025040,427620,7191
025041,333568,6394
025042,944384,4820
025043,291763,646
025044,555469,7758
025045,664934,474
025046,751951,9575
025047,39871,2298
025048,407890,7813
025049,57850,2933
025050,983037,5700
025051,333814,7417
025052,332655,675
025053,759718,9295
025054,636701,2729
025055,101177,8426
025056,812358,3391
025057,109130,352
025058,306475,9985
025059,410021,9908
025060,985056,4150
025061,263626,7366
025062,330547,1591
025063,155888,281
025064,905510,5755
025065,239548,2846
025066,703260,670
025067,100265,4839
025068,754004,5123
025069,631682,8733
025070,595313,2399
025071,439900,7368
025072,374722,8016
025073,884919,5254
025074,833031,7740
025075,91595,8609
025076,235080,3659
025077,904586,5311
025078,384022,9109
025079,30231,758
025080,314867,3680
025081,230197,8285
025082,962868,6249
025083,78981,6552
025084,276566,2160
025085,611476,756
025086,807714,3661
025087,297771,6552
025088,810303,4540
025089,7812,13
025090,272750,1120
025091,271517,8788
025092,626249,9050
025093,158461,8926
025094,435666,130
025095,313475,5301
025096,365653,3437
025097,393201,3523
025098,562147,5467
025099,892945,5189
025100,565407,9500
025101,662761,4022
025102,158869,1922
025103,363396,3962
025104,616900,5770
025105,311727,7590
025106,486488,9424
025107,796565,1336
025108,550029,9115
025109,200496,2563
025110,90182,2400
025111,599250,8936
025112,904535,8903
025113,674322,4955
025114,575188,3481
025115,310854,6277
025116,403043,6085
025117,687003,7405
025118,484696,1674
025119,127874,30
025120,137949,5651
025121,514248,7428
025122,715504,2494
025123,63087,2660
025124,792292,2461
025125,163229,6896
025126,659005,2050
025127,972992,6381
025128,63185,1404
025129,334668,2692
025130,781691,3368
025131,599046,649
025132,4120,8011
025133,349638,4655
025134,357060,5464
025135,429652,8660
025136,350933,3134
025137,748119,72
025138,518571,5507
025139,740750,212
025140,126599,2295
025141,324896,5675
025142,188941,8934
025143,171954,6365
025144,785698,2097
025145,883161,3290
025146,384319,7491
025147,141512,6642
025148,737221,8856
025149,453275,597
025150,271642,4885
025151,626687,2087
025152,682223,3877
025153,570223,72
025154,759389,5981
025155,483162,9694
025156,917256,3444
025157,878207,6093
025158,768997,1314
025159,812600,2770
025160,553888,776
025161,235324,140
025162,223829,9572
025163,397907,9860
025164,831438,2544
025165,312174,8246
025166,684783,8943
025167,838780,3878
025168,33535,7376
025169,551896,8854
025170,420963,5956
025171,214220,1250
025172,643452,6842
025173,287748,2342
025174,845990,6564
025175,487272,2216
025176,414535,3202
025177,699737,8566
025178,946600,2451
025179,13348,4036
025180,330810,572
025181,273708,320
025182,447671,4077
025183,178717,2079
025184,21744,620
025185,390455,8064
025186,82114,7278
025187,849664,3868
025188,97903,5031
025189,641318,9526
025190,458411,1475
025191,302454,8282
025192,294667,5305
025193,813193,7627
025194,284564,2059
025195,243126,1329
025196,441495,1849
025197,60621,8675
025198,137873,18
025199,78994,5140
025200,612338,1278
025201,894344,9963
025202,912777,1779
025203,625410,345
025204,341301,3471
025205,18420,7343
025206,957888,4096
025207,280007,3105
025208,814677,5960
025209,229328,1711
025210,778909,6695
025211,385125,8094
025212,752553,6908
025213,406294,4856
025214,33292,1265
025215,387964,1682
025216,953742,7026
025217,370669,6388
025218,44817,4561
025219,937493,4103
025220,462280,4284
025221,699510,4953
025222,849959,7381
025223,311481,1993
025224,12358,8043
025225,536182,5009
025226,993053,3456
025227,414808,1156
025228,561415,662
025229,827918,2832
025230,298559,8528
025231,145185,2429
025232,566611,6735
025233,801501,3133
025234,438885,7938
025235,145425,3101
025236,211295,4249
025237,583000,787
025238,825456,4656
025239,317294,2926
025240,141713,9966
025241,184651,641
025242,83561,4658
025243,918593,4649
025244,874190,3810
025245,283202,1991
025246,258370,6462
025247,962103,9715
025248,366054,8042
025249,409255,7955
025250,752966,8397
025251,415488,1576
025252,994203,9647
025253,361079,3791
025254,261394,5269
025255,780431,5729
025256,827267,9627
025257,12399,5886
025258,98332,1348
025259,328264,6274
025260,613160,3668
025261,266646,3539
025262,906036,6524
025263,398476,3188
025264,727284,5102
025265,579726,8766
025266,162831,3042
025267,116615,7777
025268,92487,1761
025269,855971,8123
025270,997411,5204
025271,537963,1040
025272,934213,6860
025273,679635,1658
025274,994352,1105
025275,35693,4247
025276,106202,6979
025277,85066,708
025278,875658,6198
025279,520328,5767
025280,973985,7242
025281,175160,5947
025282,409338,9999
025283,30817,7871
025284,732792,6334
025285,566585,6219
025286,629895,5030
025287,218305,7361
025288,466294,4902
025289,161209,3254
025290,348178,5453
025291,352173,4444
025292,473174,5777
025293,644084,8379
025294,328122,2687
025295,383924,5118
025296,491184,415
025297,568027,8410
025298,387872,4155
025299,46390,68
025300,876812,6820
025301,705416,1481
025302,188189,8640
025303,981373,1627
025304,699129,8350
025305,984494,4961
025306,391971,9941
025307,880884,7344
025308,556041,534
025309,677145,2798
025310,700083,1214
025311,370417,8220
025312,364685,9648
025313,224580,2100
025314,532396,3061
025315,372471,1178
025316,65306,418
025317,958114,1123
025318,516803,4675
025319,638929,7570
025320,547853,4106
025321,106286,172
025322,294729,5168
025323,822794,3715
025324,718703,2338
025325,272440,7068
025326,639943,9982
025327,583636,3199
025328,98245,9443
025329,71954,6497
025330,457769,4781
025331,89158,2472
025332,646506,1270
025333,663226,9875
025334,54306,8000
025335,949438,310
025336,82198,5009
025337,429911,6211
025338,265414,3286
025339,16498,2275
025340,631660,4522
025341,168965,7346
025342,328414,1939
025343,421338,5810
025344,834104,6284
025345,50845,2469
025346,285048,1554
025347,409168,6528
025348,545432,4488
025349,698815,2
025350,124738,975
025351,537315,8361
025352,904468,3436
025353,440707,7728
025354,230501,6897
025355,586603,9291
025356,404129,4726
025357,463384,7017
025358,679571,2587
025359,44028,3533
025360,416423,4397
025361,62070,1594
025362,48610,7736
025363,450493,267
025364,107841,4919
025365,115878,9752
025366,319389,7969
025367,630780,2771
025368,905095,4383
025369,10314,2744
025370,354651,7872
025371,803097,4942
025372,189578,5067
025373,499238,1194
025374,53393,5736
025375,982857,7501
025376,176314,1656
025377,891967,4991
025378,849754,8817
025379,22281,7035
025380,631215,6645
025381,675626,9112
025382,909269,3126
025383,220263,3629
025384,193065,6789
025385,12439,8214
025386,433568,5320
025387,829370,7757
025388,789115,1962
025389,736016,1650
025390,286799,8516
025391,226895,3283
025392,792,3586
025393,202342,694
025394,886690,5416
025395,625953,5215
025396,680656,3952
025397,916945,5312
025398,135802,3043
025399,267532,1804
025400,60595,2215
025401,563181,7792
025402,772528,297
025403,288408,6618
025404,238546,1856
025405,233803,778
025406,784991,7227
025407,64202,2597
025408,831543,3871
025409,755892,7007
025410,309765,7620
025411,995959,3323
025412,257629,3169
025413,420372,7025
025414,828452,9585
025415,395704,6372
025416,288904,5189
025417,831453,8515
025418,150685,143
025419,187110,2200
025420,628901,9970
025421,545981,2438
025422,767643,625
025423,280805,5377
025424,908614,2270
025425,230229,961
025426,810611,4163
025427,618632,5178
025428,679896,4086
025429,595514,6076
025430,251892,8118
025431,429901,2573
025432,993695,1747
025433,704094,8429
025434,537783,7218
025435,897334,2051
025436,158872,686
025437,665558,8526
025438,185501,4331
025439,307364,977
025440,217019,5681
025441,806081,9289
025442,46333,3193
025443,585127,9226
025444,59267,5372
025445,865091,7395
025446,872155,67
025447,41772,230
025448,891389,9858
025449,433103,5522
025450,384488,4585
025451,663424,5586
025452,710783,2917
025453,484436,3921
025454,30938,1038
025455,383841,8718
025456,306067,5855
025457,562195,4656
025458,533507,5495
025459,420747,7453
025460,480576,6910
025461,558866,4579
025462,590955,7694
025463,947312,1568
025464,90987,6321
025465,615914,6854
025466,431362,1580
025467,959568,2192
025468,811963,2091
025469,979707,6870
025470,143080,6879
025471,859086,8948
025472,422508,9156
025473,688109,7504
025474,456639,1175
025475,220948,594
025476,958878,1908
025477,319453,2007
025478,444502,7065
025479,203806,3032
025480,487168,7799
025481,724077,7592
025482,633869,6575
025483,857945,9034
025484,958424,4547
025485,463317,5765
025486,474838,3683
025487,919865,2041
025488,277119,7347
025489,307926,6741
025490,599210,1268
025491,843454,3480
025492,734436,5671
025493,904631,8971
025494,592275,6778
025495,117701,1333
025496,403315,5697
025497,157036,184
025498,98422,8223
025499,485919,6365
025500,435571,8003
025501,220315,3840
025502,775947,6442
025503,654245,8391
025504,582659,1460
025505,566504,2053
025506,875949,3570
025507,292678,1251
025508,479901,9114
025509,389703,5041
025510,880807,6071
025511,532319,8161
025512,646674,1386
025513,724870,9803
025514,190021,400
025515,331660,942
025516,447668,5657
025517,857742,5638
025518,310531,8104
025519,838987,2517
025520,891214,48
025521,275232,9911
025522,496898,3697
025523,420935,5838
025524,176590,8703
025525,964363,7645
025526,795325,668
025527,644774,8550
025528,587418,5543
025529,459621,573
025530,443677,1821
025531,35734,3565
025532,487189,2318
025533,442,8395
025534,482157,6484
025535,633585,8204
025536,151230,9150
025537,252679,3839
025538,898603,8991
025539,805260,4535
025540,688939,2290
025541,108718,2904
025542,492522,4369
025543,998538,1911
025544,565422,7363
025545,220216,8711
025546,281845,5516
025547,668029,7592
025548,545055,2004
025549,715132,3226
025550,710484,6375
025551,328041,7088
025552,126355,681
025553,188036,3469
025554,831464,4580
025555,227954,5137
025556,183207,5278
025557,701659,1864
025558,335839,1152
025559,806124,9250
025560,989290,3136
025561,359937,1808
025562,932022,9343
025563,136091,2502
025564,993266,3651
025565,692209,2354
025566,798778,2646
025567,47668,3316
025568,978941,8582
025569,953013,9349
025570,283722,8861
025571,820412,1091
025572,185531,2258
025573,119667,8331
025574,801315,9804
025575,796730,9191
025576,219361,1455
025577,533972,1862
025578,51830,9899
025579,292390,671
025580,513014,7176
025581,943770,9136
025582,65254,931
025583,942355,2133
025584,840541,5969
025585,462085,373
025586,393395,4989
025587,843470,3980
025588,573117,1677
025589,386438,2609
025590,679301,5242
025591,769391,9973
025592,499817,7853
025593,972671,3703
025594,295236,9443
025595,466386,3827
025596,264898,1148
025597,973293,2541
025598,464535,3227
025599,540631,1510
025600,746718,9358
025601,61654,5711
025602,419830,5351
025603,855720,1647
025604,487733,3798
025605,868061,6307
025606,264648,5143
025607,189842,550
025608,43116,8188
025609,707792,8310
025610,816400,5173
025611,917132,3119
025612,898439,6224
025613,959333,2814
025614,770812,4230
025615,187629,1994
025616,384672,8928
025617,218936,3070
025618,859821,5136
025619,579232,2607
025620,741147,7723
025621,454208,9544
025622,929156,7156
025623,145220,1473
025624,203306,8870
025625,589694,9508
025626,256960,5359
025627,831804,3255
025628,143125,5474
025629,784496,2875
025630,209916,6356
025631,194035,8332
025632,489872,4390
025633,975377,8323
025634,512776,6034
025635,419205,8495
025636,594472,2431
025637,467910,8720
025638,605920,9824
025639,575816,6892
025640,226818,7548
025641,373799,8877
025642,353992,4156
025643,407392,3618
025644,991837,5086
025645,203503,7812
025646,4589,4569
025647,414735,8784
025648,502152,4942
025649,13521,96
025650,108593,1772
025651,161276,3552
025652,201582,1045
025653,937906,252
025654,966954,9693
025655,663833,2611
025656,668328,9320
025657,840256,8940
025658,415621,1988
025659,54692,6567
025660,108331,3428
025661,238003,4701
025662,64907,9508
025663,890118,2910
025664,858976,4912
025665,823650,3549
025666,863890,8857
025667,659615,546
025668,955574,6274
025669,105894,4750
025670,637065,4333
025671,511172,2973
025672,728555,435
025673,602798,5343
025674,775327,683
025675,972878,1995
025676,312099,5210
025677,741123,2091
025678,890493,1130
025679,492420,6481
025680,284079,6140
025681,770090,8390
025682,198536,7965
025683,208169,706
025684,920352,6769
025685,340898,1487
025686,869016,4182
025687,188905,7967
025688,777811,9152
025689,601339,5557
025690,362996,9616
025691,465235,7055
025692,181756,8205
025693,2061,8838
025694,483135,5323
025695,143859,1437
025696,165347,99
025697,257062,4642
025698,786981,6100
025699,427876,8138
025700,775755,5651
025701,844244,8401
025702,735785,1374
025703,619048,2909
025704,186912,2984
025705,993967,6291
025706,745864,4277
025707,156569,7112
025708,749093,1807
025709,207290,8049
025710,589521,7407
025711,697230,7203
025712,681784,1583
025713,872397,8005
025714,944603,5163
025715,220614,5405
025716,314616,2191
025717,508376,4512
025718,261773,1711
025719,523563,8123
025720,150661,5110
025721,404585,4771
025722,532754,2168
025723,274254,7970
025724,363979,7210
025725,877670,1862
025726,929987,2062
025727,67997,6997
025728,421257,9465
025729,609238,4624
025730,410462,8921
025731,655712,9397
025732,985286,8962
025733,104562,4536
025734,256360,952
025735,108104,2089
025736,659818,1294
025737,152683,4037
025738,154662,4260
025739,192697,6861
025740,859165,7181
025741,785319,6477
025742,754274,8627
025743,533180,4286
025744,681793,270
025745,243222,3461
025746,68336,5075
025747,652888,4791
025748,883071,6148
025749,134044,4198
025750,447004,3002
025751,437880,5610
025752,654443,3797
025753,842964,721
025754,773968,9982
025755,482088,2998
025756,994165,5510
025757,631484,6552
025758,486485,9601
025759,636244,4622
025760,322152,7791
025761,373014,6445
025762,18057,9766
025763,129799,4620
025764,435511,5933
025765,167407,5538
025766,658129,3001
025767,680374,9406
025768,41933,8770
025769,461272,8015
025770,604532,6330
025771,124309,8879
025772,137266,4702
025773,879120,3998
025774,316424,3573
025775,493638,3010
025776,715452,9839
025777,102626,3592
025778,47102,3905
025779,52736,5428
025780,959678,949
025781,91511,2090
025782,548683,9081
025783,551396,3230
025784,485967,5613
025785,697185,1571
025786,814086,6309
025787,216606,4864
025788,980356,1366
025789,357448,8710
025790,130541,2297
025791,712910,595
025792,635682,8441
025793,192871,804
025794,870383,141
025795,57025,4416
025796,433695,1499
025797,825575,9277
025798,1993,2720
025799,837204,4147
025800,107235,7446
025801,181403,7392
025802,874370,7816
025803,245540,1210
025804,170334,9636
025805,950009,1256
025806,795,2847
025807,374461,2302
025808,709855,4040
025809,859885,7984
025810,62420,9781
025811,271629,8817
025812,172841,6058
025813,246528,7220
025814,996513,2264
025815,738270,399
025816,678798,3711
025817,905848,864
025818,470993,8650
025819,305453,2972
025820,192413,4670
025821,321048,2299
025822,705926,6965
025823,561128,6256
025824,405369,1460
025825,628593,7903
025826,933519,2292
025827,638244,3994
025828,490826,3176
025829,413038,1826
025830,919752,2144
025831,619642,5519
025832,966343,135
025833,384534,2993
025834,526833,3364
025835,778329,5089
025836,68276,2361
025837,994364,4247
025838,970890,7048
025839,899450,1938
025840,200210,4155
025841,118309,6415
025842,927319,7073
025843,544804,14
025844,357591,1196
025845,353311,1678
025846,265196,529
025847,33281,2879
025848,386098,1786
025849,320471,7152
025850,884217,4707
025851,562856,5137
025852,608232,7646
025853,161051,5299
025854,496232,7905
025855,525056,3024
025856,739673,427
025857,590586,7791
025858,349246,3998
025859,653551,7237
025860,9045,9089
025861,530537,2303
025862,175541,959
025863,409210,3619
025864,629158,2966
025865,260816,3171
025866,277343,4290
025867,978219,6743
025868,672413,6127
025869,733359,3635
025870,696190,1176
025871,325381,3785
025872,982117,6894
025873,523083,4033
025874,961549,1109
025875,505092,5925
025876,671445,7989
025877,172623,8516
025878,803826,8816
025879,604594,9361
025880,955287,1534
025881,193978,4766
025882,897172,9109
025883,11606,4688
025884,993632,3381
025885,892189,6472
025886,127856,8571
025887,728058,3289
025888,515311,4884
025889,261273,6586
025890,519179,3414
025891,583825,7983
025892,968430,6588
025893,875553,8919
025894,81709,6928
025895,251688,9675
025896,995352,6763
025897,630381,5482
025898,269020,4863
025899,876382,5094
025900,635121,8460
025901,813355,1613
025902,498796,7162
025903,40056,3964
025904,466491,2626
025905,860868,2826
025906,783370,6455
025907,61471,7045
025908,503025,4867
025909,752775,1774
025910,906451,943
025911,115934,3414
025912,584203,9519
025913,734613,7944
025914,397367,5374
025915,985819,5706
025916,783041,8531
025917,831266,4265
025918,53776,510
025919,789101,7707
025920,366445,5609
025921,851404,3531
025922,731564,4183
025923,790667,7697
025924,490422,8530
025925,138163,940
025926,706783,662
025927,166724,418
025928,592631,4436
025929,605941,3116
025930,353348,4187
025931,808547,4296
025932,227476,5221
025933,351425,3810
025934,429523,1581
025935,245928,3665
025936,278462,5157
025937,483996,2253
025938,672318,3784
025939,639817,414
025940,366071,9238
025941,962413,2801
025942,216498,7299
025943,130816,1018
025944,130283,2759
025945,878713,2339
025946,516669,4144
025947,39955,677
025948,429317,9145
025949,849326,6164
025950,152352,8540
025951,725438,8395
025952,401813,9617
025953,508041,5441
025954,294263,4361
025955,15506,9980
025956,14723,4332
025957,538919,7930
025958,40719,7325
025959,198304,3301
025960,851217,736
025961,518029,665
025962,570719,3902
025963,472217,4382
025964,246342,8582
025965,655161,708
025966,226379,800
025967,607646,7466
025968,972514,2515
025969,349724,4721
025970,124783,2998
025971,401266,8032
025972,102879,2539
025973,839304,2168
025974,703869,7071
025975,685726,3810
025976,84378,8277
025977,697833,4290
025978,819479,6994
025979,152138,1305
025980,340541,5095
025981,813098,4341
025982,825985,5994
025983,602166,2177
025984,961987,3052
025985,131599,1409
025986,591106,7420
025987,98136,5792
025988,210384,6725
025989,378212,3141
025990,893776,3268
025991,756678,6406
025992,524267,5799
025993,483913,1086
025994,744798,5107
025995,8686,2317
025996,787085,6616
025997,82362,512
025998,600943,6506
025999,675866,2293
026000,436329,7390
026001,160864,5736
026002,511766,5884
026003,828632,9785
026004,819781,2752
026005,258461,9659
026006,618280,424
026007,521682,877
026008,61144,6865
026009,877397,251
026010,248548,8718
026011,231742,4701
026012,823143,3162
026013,722305,7559
026014,824996,2882
026015,436790,1227
026016,269417,4198
026017,721250,5741
026018,515824,586
026019,18266,319
026020,492754,9736
026021,610831,3558
026022,585228,9611
026023,332798,5685
026024,119728,1757
026025,634304,7020
026026,350440,6187
026027,132244,4735
026028,296830,3863
026029,232529,4625
026030,829667,7502
026031,745062,3847
026032,167421,4927
026033,472638,750
026034,317840,2739
026035,486799,1936
026036,146250,3917
026037,303305,6154
026038,903274,3762
026039,394629,6936
026040,712508,9655
026041,497533,4634
026042,960913,8226
026043,750673,3172
026044,545477,2393
026045,457695,4070
026046,889888,553
026047,859013,3282
026048,702739,7581
026049,763960,5891
026050,543330,7849
026051,866344,3441
026052,15536,7496
026053,268545,4948
026054,881686,8214
026055,608418,5477
026056,563711,1055
026057,415098,1339
026058,660667,3756
026059,623129,4056
026060,551962,1677
026061,173786,3614
026062,57934,5009
026063,565127,3160
026064,196440,8779
026065,296476,9423
026066,634236,6145
026067,916796,1629
026068,119851,3064
026069,196580,1908
026070,446988,6734
026071,996651,3845
026072,756739,6033
026073,355657,9455
026074,512208,1553
026075,79621,5399
026076,811076,4956
026077,906388,1073
026078,83525,8741
026079,160572,1765
026080,832761,588
026081,227125,110
026082,560400,1969
026083,629291,5471
026084,385965,2614
026085,67192,97
026086,68704,7440
026087,453250,4171
026088,493044,8653
026089,694578,7283
026090,757083,4279
026091,206489,408
026092,966560,8663
026093,991741,8272
026094,171461,1416
026095,183875,1087
026096,322311,7095
026097,358306,7966
026098,630737,8015
026099,756791,6249
026100,909635,7639
026101,468358,3376
026102,757448,1095
026103,666441,8315
026104,903612,7838
026105,718741,9931
026106,226158,7006
026107,400394,2525
026108,854535,260
026109,663246,1595
026110,618693,3260
026111,658448,960
026112,856447,6166
026113,334542,4124
026114,629085,9607
026115,168993,55
026116,655554,6268
026117,95191,1650
026118,801945,144
026119,425770,8227
026120,350131,8414
026121,13080,7769
026122,168041,9810
026123,473011,8647
026124,817903,8155
026125,386091,7024
026126,495663,8785
026127,849960,1749
026128,269882,3167
026129,694809,8579
026130,321231,5123
026131,178593,2980
026132,984055,4422
026133,322780,1611
026134,31670,7483
026135,312733,4091
026136,328464,8754
026137,311064,1601
026138,130601,2967
026139,745532,8872
026140,547168,2377
026141,110011,8622
026142,831272,9973
026143,146953,4379
026144,55176,5255
026145,243929,458
026146,509407,6637
026147,556108,4329
026148,492716,8978
026149,316233,6274
026150,291782,4106
026151,712668,2964
026152,535896,7628
026153,908255,9839
026154,940743,3190
026155,888777,5209
026156,790522,6556
026157,418812,1568
026158,458598,9412
026159,270844,4864
026160,745113,3436
026161,28507,818
026162,910333,1632
026163,543262,8001
026164,36910,2040
026165,242199,9937
026166,85679,1161
026167,760243,7179
026168,648278,2638
026169,451964,9072
026170,920722,5090
026171,633497,6295
026172,424369,4545
026173,378875,2030
026174,414082,802
026175,397290,8889
026176,988370,9876
026177,78648,983
026178,179552,6705
026179,925162,1463
026180,209615,3881
026181,923017,4467
026182,443923,957
026183,756435,7916
026184,967533,6826
026185,207989,4520
026186,728179,8110
026187,534794,9063
026188,446177,1011
026189,717835,4872
026190,306174,1769
026191,596929,6452
026192,341740,7331
026193,125155,8857
026194,754336,1268
026195,703620,4838
026196,914433,5453
026197,972972,1506
026198,60481,3462
026199,962760,5917
026200,105075,9871
026201,699580,7512
026202,457882,4423
026203,449258,3226
026204,830309,7366
026205,312053,1056
026206,38120,5569
026207,162424,647
026208,338464,5846
026209,239945,8213
026210,201477,637
026211,892713,6079
026212,432753,614
026213,440292,4811
026214,695488,3071
026215,986707,8135
026216,289648,5539
026217,193681,5350
026218,225832,7066
026219,425843,5876
026220,710314,6975
026221,762092,7573
026222,112894,3185
026223,391238,9230
026224,177852,6797
026225,10571,6702
026226,59204,5392
026227,761987,3989
026228,644939,4971
026229,698725,2781
026230,913217,1074
026231,62761,6330
026232,112024,5970
026233,746308,3071
026234,884352,9571
026235,278755,5462
026236,252507,5464
026237,581638,8471
026238,794688,6816
026239,519663,3085
026240,698746,8055
026241,55955,8656
026242,448755,8119
026243,396770,9610
026244,988114,8480
026245,955992,7225
026246,911474,3924
026247,452990,1012
026248,376931,9686
026249,578489,6278
026250,146931,2255
026251,122324,4192
026252,575666,3353
026253,721139,3072
026254,919076,8538
026255,344009,4605
026256,927687,4932
026257,231566,7551
026258,685692,6359
026259,725893,8674
026260,820711,201
026261,458961,3813
026262,482506,7133
026263,360851,9532
026264,224652,6928
026265,354569,4558
026266,844161,778
026267,459477,7951
026268,918609,5964
026269,559972,3212
026270,377359,2661
026271,542088,7544
026272,272709,1628
026273,925254,3992
026274,658663,2835
026275,16057,1412
026276,90538,3738
026277,639532,3932
026278,296921,6249
026279,962523,7051
026280,990028,5277
026281,731090,5675
026282,538183,5155
026283,701989,5508
026284,445135,4150
026285,667764,646
026286,405439,982
026287,277348,6253
026288,607414,3752
026289,734479,8478
026290,486739,2117
026291,592037,765
026292,434464,1249
026293,814486,8064
026294,954200,7669
026295,998015,6142
026296,851410,2961
026297,326170,6848
026298,184029,446
026299,764034,6089
026300,554486,5960
026301,646712,1290
026302,164009,2551
026303,641188,7490
026304,567735,7989
026305,57871,616
026306,501215,3249
026307,607022,5279
026308,138107,3904
026309,318622,7972
026310,484056,911
026311,650616,2656
026312,322263,4789
026313,813871,2271
026314,63721,1983
026315,269226,2196
026316,9108,2135
026317,980432,24
026318,530248,1089
026319,390586,9169
026320,639762,4500
026321,315601,5432
026322,390872,7303
026323,428576,8353
026324,258622,3559
026325,225667,6747
026326,872560,499
026327,645162,5803
026328,472931,2538
026329,399871,1105
026330,929251,7873
026331,857699,9360
026332,746440,5540
026333,919543,9183
026334,608937,9055
026335,304679,5921
026336,475719,2047
026337,69198,7924
026338,387756,2428
026339,724852,7147
026340,915996,5246
026341,732666,1874
026342,776471,6718
026343,938201,3429
026344,909279,5277
026345,696944,9668
